,PINCP,AGEP,RAC1P,MAR,SCHL,COW,OCCP,RELP,SEX,RELP_category
73614,0,40-60,1,1,0,1.0,9600.0,10,1,Extended and Distant Relatives
73616,0,18-40,1,5,5,2.0,3645.0,10,0,Extended and Distant Relatives
73619,0,18-40,1,5,6,1.0,350.0,0,0,Self and Spouse
73620,0,18-40,1,5,3,7.0,6230.0,13,1,Peers and Similar Relations
73621,1,40-60,1,1,3,1.0,1555.0,0,1,Self and Spouse
73622,0,40-60,1,1,5,1.0,3323.0,1,0,Self and Spouse
73626,0,40-60,0,1,3,1.0,6410.0,1,1,Self and Spouse
73628,0,40-60,0,5,5,3.0,5240.0,0,0,Self and Spouse
73631,0,40-60,1,1,6,1.0,630.0,0,0,Self and Spouse
73632,1,40-60,1,1,7,1.0,4850.0,1,1,Self and Spouse
73636,1,40-60,0,5,6,1.0,1108.0,0,1,Self and Spouse
73639,0,18-40,1,5,6,1.0,120.0,0,0,Self and Spouse
73640,0,18-40,1,5,7,6.0,440.0,12,0,Peers and Similar Relations
73641,0,18-40,1,5,6,6.0,4600.0,12,0,Peers and Similar Relations
73642,0,40-60,1,1,3,6.0,9130.0,0,1,Self and Spouse
73643,0,40-60,1,1,4,1.0,5160.0,1,0,Self and Spouse
73644,0,60-80,1,1,3,1.0,5740.0,0,0,Self and Spouse
73645,0,60-80,1,1,3,1.0,7340.0,1,1,Self and Spouse
73646,0,18-40,1,1,4,1.0,3603.0,0,0,Self and Spouse
73647,1,18-40,1,1,6,1.0,1021.0,1,1,Self and Spouse
73656,0,18-40,1,5,3,1.0,8990.0,0,1,Self and Spouse
73657,0,18-40,1,5,4,1.0,5240.0,13,0,Peers and Similar Relations
73660,0,40-60,1,5,7,6.0,1006.0,0,1,Self and Spouse
73661,1,40-60,0,5,3,1.0,8225.0,0,0,Self and Spouse
73662,1,40-60,1,4,3,6.0,710.0,12,0,Peers and Similar Relations
73663,0,18-40,1,5,7,1.0,710.0,0,0,Self and Spouse
73664,1,40-60,1,1,6,1.0,850.0,0,1,Self and Spouse
73665,1,40-60,1,1,6,1.0,800.0,1,0,Self and Spouse
73675,1,60-80,1,1,3,6.0,4760.0,0,1,Self and Spouse
73676,0,60-80,1,1,3,6.0,9130.0,1,0,Self and Spouse
73677,0,18-40,1,5,3,1.0,4760.0,3,1,Direct Dependents
73678,1,40-60,0,1,3,3.0,9122.0,0,1,Self and Spouse
73679,0,40-60,0,1,4,5.0,3515.0,1,0,Self and Spouse
73680,0,18-40,0,5,3,1.0,7810.0,2,1,Direct Dependents
73681,0,40-60,1,3,5,1.0,9620.0,0,1,Self and Spouse
73684,0,18-40,1,3,4,4.0,3802.0,13,0,Peers and Similar Relations
73688,1,40-60,1,1,5,1.0,7120.0,0,1,Self and Spouse
73692,1,40-60,1,1,5,1.0,7020.0,0,1,Self and Spouse
73693,0,40-60,1,1,4,1.0,3640.0,1,0,Self and Spouse
73694,0,18-40,1,1,3,1.0,6260.0,2,1,Direct Dependents
73695,0,18-40,1,1,3,1.0,5160.0,9,0,Extended and Distant Relatives
73699,0,40-60,1,1,4,1.0,5240.0,0,0,Self and Spouse
73700,1,40-60,1,1,5,6.0,6200.0,1,1,Self and Spouse
73703,1,40-60,1,3,6,1.0,440.0,0,0,Self and Spouse
73704,0,18-40,1,5,4,1.0,4840.0,2,1,Direct Dependents
73708,0,18-40,1,5,4,1.0,4655.0,0,0,Self and Spouse
73712,0,60-80,1,1,3,1.0,6050.0,0,0,Self and Spouse
73713,0,40-60,1,1,3,6.0,6230.0,1,1,Self and Spouse
73715,0,60-80,1,3,4,1.0,5810.0,0,0,Self and Spouse
73716,0,60-80,1,2,3,2.0,4251.0,0,1,Self and Spouse
73717,1,40-60,1,1,5,1.0,1360.0,0,1,Self and Spouse
73718,0,40-60,1,1,4,6.0,4510.0,1,0,Self and Spouse
73719,0,60-80,1,3,3,2.0,4720.0,0,0,Self and Spouse
73720,1,40-60,1,1,6,2.0,3150.0,0,0,Self and Spouse
73721,1,40-60,1,1,6,1.0,700.0,1,1,Self and Spouse
73727,0,18-40,0,5,4,3.0,4230.0,7,0,Direct Dependents
73729,0,40-60,0,1,5,1.0,3255.0,15,0,Lodgers and Non-Family Members
73730,1,40-60,1,1,7,1.0,10.0,0,1,Self and Spouse
73731,1,40-60,1,1,7,1.0,3050.0,1,0,Self and Spouse
73735,0,40-60,1,5,4,1.0,6200.0,0,1,Self and Spouse
73736,1,40-60,1,1,6,1.0,1010.0,0,1,Self and Spouse
73738,0,18-40,1,5,3,1.0,4110.0,2,0,Direct Dependents
73740,1,18-40,1,1,4,1.0,9130.0,1,1,Self and Spouse
73741,0,18-40,1,5,4,1.0,4010.0,0,1,Self and Spouse
73742,0,18-40,1,1,4,1.0,4655.0,0,0,Self and Spouse
73743,1,40-60,0,1,4,1.0,7000.0,1,1,Self and Spouse
73752,1,60-80,1,3,3,1.0,4220.0,13,1,Peers and Similar Relations
73755,0,18-40,0,3,6,1.0,4030.0,0,0,Self and Spouse
73758,1,60-80,1,1,7,1.0,150.0,1,1,Self and Spouse
73761,1,40-60,1,1,4,3.0,4200.0,0,1,Self and Spouse
73762,0,40-60,0,1,4,3.0,2861.0,1,0,Self and Spouse
73764,0,40-60,1,1,3,6.0,9130.0,0,1,Self and Spouse
73765,0,40-60,1,1,3,1.0,8990.0,1,0,Self and Spouse
73772,1,60-80,1,1,3,1.0,7200.0,0,1,Self and Spouse
73773,0,60-80,1,1,4,1.0,4760.0,1,0,Self and Spouse
73776,1,40-60,1,2,4,5.0,5550.0,0,0,Self and Spouse
73777,0,40-60,1,3,5,1.0,2360.0,0,0,Self and Spouse
73784,1,60-80,1,2,4,1.0,440.0,0,0,Self and Spouse
73785,1,18-40,1,5,3,1.0,5000.0,2,0,Direct Dependents
73786,0,18-40,1,5,3,1.0,3603.0,2,0,Direct Dependents
73787,0,18-40,1,1,5,1.0,5120.0,0,0,Self and Spouse
73788,1,18-40,1,1,4,1.0,705.0,1,1,Self and Spouse
73792,0,18-40,1,5,5,3.0,3802.0,0,1,Self and Spouse
73793,0,40-60,1,5,6,1.0,4700.0,0,1,Self and Spouse
73794,0,18-40,1,5,6,2.0,420.0,12,0,Peers and Similar Relations
73795,0,18-40,1,5,4,5.0,1105.0,0,0,Self and Spouse
73796,0,18-40,1,5,4,5.0,1105.0,12,1,Peers and Similar Relations
73797,0,18-40,1,5,4,2.0,1050.0,13,0,Peers and Similar Relations
73798,0,40-60,0,4,3,1.0,8500.0,0,0,Self and Spouse
73800,1,18-40,1,5,6,1.0,4700.0,0,0,Self and Spouse
73802,0,18-40,1,1,4,1.0,9130.0,0,1,Self and Spouse
73803,0,18-40,1,1,4,1.0,4020.0,1,0,Self and Spouse
73808,1,60-80,1,1,7,7.0,3010.0,0,1,Self and Spouse
73809,1,60-80,1,1,7,1.0,10.0,1,1,Self and Spouse
73810,0,18-40,1,5,4,1.0,51.0,0,1,Self and Spouse
73811,1,40-60,1,1,5,3.0,4220.0,0,1,Self and Spouse
73812,1,40-60,1,1,6,1.0,3255.0,1,0,Self and Spouse
73814,0,18-40,1,4,4,2.0,2014.0,0,0,Self and Spouse
73817,1,40-60,1,3,7,1.0,2100.0,0,1,Self and Spouse
73820,1,18-40,1,1,3,1.0,9130.0,0,1,Self and Spouse
73821,0,18-40,1,1,5,1.0,5940.0,1,0,Self and Spouse
73825,1,40-60,1,1,7,1.0,4710.0,0,0,Self and Spouse
73826,0,40-60,0,1,6,2.0,2014.0,1,1,Self and Spouse
73827,1,60-80,1,1,7,3.0,2310.0,0,1,Self and Spouse
73828,1,60-80,1,1,6,3.0,2310.0,1,0,Self and Spouse
73831,1,18-40,1,1,6,1.0,800.0,0,0,Self and Spouse
73832,1,18-40,1,1,6,1.0,7000.0,1,1,Self and Spouse
73833,1,60-80,1,1,6,1.0,800.0,0,1,Self and Spouse
73835,1,40-60,1,1,6,1.0,10.0,0,1,Self and Spouse
73839,0,40-60,1,1,6,3.0,3710.0,0,1,Self and Spouse
73843,0,60-80,1,1,6,4.0,910.0,0,0,Self and Spouse
73844,0,60-80,1,1,3,1.0,9130.0,1,1,Self and Spouse
73845,1,60-80,1,2,3,2.0,5400.0,0,0,Self and Spouse
73849,0,40-60,0,1,3,4.0,3602.0,0,0,Self and Spouse
73850,0,18-40,0,1,3,2.0,4220.0,1,1,Self and Spouse
73851,0,18-40,0,5,3,2.0,4760.0,2,1,Direct Dependents
73858,1,18-40,0,1,6,1.0,1006.0,0,1,Self and Spouse
73859,1,18-40,0,1,7,1.0,1240.0,1,0,Self and Spouse
73860,1,40-60,1,1,7,3.0,3090.0,0,0,Self and Spouse
73861,1,40-60,1,1,7,1.0,800.0,1,1,Self and Spouse
73862,0,18-40,1,5,6,1.0,4621.0,2,0,Direct Dependents
73863,0,18-40,1,5,6,1.0,2320.0,2,1,Direct Dependents
73864,0,18-40,1,5,6,1.0,1050.0,0,1,Self and Spouse
73867,1,60-80,1,1,4,1.0,5710.0,0,0,Self and Spouse
73868,0,60-80,1,1,3,1.0,9130.0,1,1,Self and Spouse
73869,1,60-80,1,2,6,6.0,800.0,0,1,Self and Spouse
73870,1,40-60,1,3,7,3.0,2310.0,0,0,Self and Spouse
73871,0,18-40,1,5,6,1.0,1050.0,2,0,Direct Dependents
73873,0,18-40,1,5,4,1.0,5240.0,0,1,Self and Spouse
73874,1,40-60,1,1,6,3.0,3870.0,0,1,Self and Spouse
73875,0,40-60,1,1,5,3.0,5740.0,1,0,Self and Spouse
73876,0,18-40,1,5,7,2.0,2006.0,2,0,Direct Dependents
73877,1,40-60,1,5,3,6.0,440.0,0,1,Self and Spouse
73878,0,40-60,1,3,3,1.0,4655.0,13,0,Peers and Similar Relations
73879,0,40-60,1,5,4,1.0,136.0,0,1,Self and Spouse
73882,0,40-60,1,1,6,1.0,4820.0,1,0,Self and Spouse
73883,1,40-60,1,1,6,1.0,5120.0,0,0,Self and Spouse
73884,1,40-60,1,1,6,1.0,1720.0,1,1,Self and Spouse
73885,1,40-60,1,1,7,7.0,10.0,0,1,Self and Spouse
73886,1,18-40,1,1,7,1.0,10.0,1,0,Self and Spouse
73892,1,40-60,1,1,4,1.0,440.0,0,1,Self and Spouse
73893,0,40-60,1,1,3,1.0,4760.0,1,0,Self and Spouse
73894,0,18-40,0,1,4,1.0,5400.0,0,0,Self and Spouse
73895,1,18-40,1,1,3,1.0,6260.0,1,1,Self and Spouse
73901,1,18-40,1,1,6,3.0,8620.0,0,1,Self and Spouse
73902,1,18-40,1,1,7,4.0,2310.0,1,0,Self and Spouse
73905,0,60-80,0,1,4,5.0,3602.0,0,0,Self and Spouse
73907,0,40-60,1,3,5,1.0,7200.0,0,0,Self and Spouse
73908,0,18-40,1,5,3,1.0,7750.0,2,1,Direct Dependents
73909,0,18-40,1,5,3,1.0,9640.0,2,0,Direct Dependents
73910,1,60-80,1,1,5,1.0,4760.0,0,1,Self and Spouse
73912,0,18-40,0,5,4,1.0,9645.0,0,0,Self and Spouse
73913,0,40-60,1,3,3,1.0,9005.0,0,1,Self and Spouse
73914,1,60-80,1,1,4,3.0,4710.0,0,0,Self and Spouse
73916,0,60-80,1,1,3,1.0,6660.0,0,1,Self and Spouse
73918,0,18-40,0,5,3,1.0,5300.0,4,1,Direct Dependents
73919,0,18-40,0,5,3,1.0,9620.0,4,1,Direct Dependents
73920,0,18-40,0,5,4,1.0,3255.0,0,0,Self and Spouse
73922,1,40-60,1,1,7,3.0,2014.0,0,0,Self and Spouse
73923,1,40-60,1,1,6,1.0,850.0,1,1,Self and Spouse
73927,1,18-40,1,1,3,1.0,7420.0,1,1,Self and Spouse
73930,1,18-40,1,5,7,1.0,2310.0,0,0,Self and Spouse
73931,1,60-80,1,5,3,1.0,4900.0,0,0,Self and Spouse
73933,1,40-60,1,1,3,1.0,7200.0,0,1,Self and Spouse
73934,1,40-60,1,1,7,3.0,2435.0,1,0,Self and Spouse
73935,0,18-40,1,3,7,1.0,5740.0,2,0,Direct Dependents
73936,0,18-40,1,5,6,1.0,350.0,2,0,Direct Dependents
73937,0,18-40,0,5,3,1.0,3603.0,0,0,Self and Spouse
73939,0,40-60,1,1,3,1.0,5740.0,0,0,Self and Spouse
73940,1,40-60,1,1,3,3.0,8620.0,1,1,Self and Spouse
73942,1,40-60,1,1,7,1.0,800.0,0,0,Self and Spouse
73943,1,40-60,1,1,7,3.0,2310.0,1,1,Self and Spouse
73947,1,40-60,1,3,5,4.0,6305.0,0,1,Self and Spouse
73948,0,18-40,1,5,4,2.0,4900.0,2,1,Direct Dependents
73951,0,40-60,1,1,3,1.0,6520.0,0,1,Self and Spouse
73952,0,18-40,1,1,3,1.0,3421.0,1,0,Self and Spouse
73953,0,40-60,1,3,4,1.0,5740.0,0,0,Self and Spouse
73954,1,40-60,1,1,7,3.0,2310.0,0,0,Self and Spouse
73955,1,40-60,1,1,5,1.0,52.0,1,1,Self and Spouse
73956,0,18-40,1,5,3,1.0,4220.0,2,1,Direct Dependents
73957,0,18-40,1,1,4,1.0,3603.0,0,0,Self and Spouse
73965,0,60-80,0,1,4,1.0,8740.0,0,1,Self and Spouse
73966,0,60-80,0,1,4,1.0,8990.0,1,0,Self and Spouse
73968,1,60-80,1,1,6,1.0,3050.0,0,1,Self and Spouse
73969,0,40-60,1,1,3,1.0,4700.0,1,0,Self and Spouse
73970,1,40-60,0,1,7,1.0,1410.0,0,1,Self and Spouse
73975,1,40-60,1,1,5,1.0,3323.0,0,0,Self and Spouse
73976,1,40-60,1,1,3,1.0,8030.0,1,1,Self and Spouse
73977,0,18-40,1,5,3,1.0,4110.0,2,0,Direct Dependents
73979,1,60-80,1,1,7,2.0,3245.0,0,0,Self and Spouse
73980,0,60-80,1,1,4,6.0,220.0,1,1,Self and Spouse
73982,1,40-60,1,1,3,1.0,6200.0,1,1,Self and Spouse
73983,0,18-40,1,5,4,1.0,5160.0,10,0,Extended and Distant Relatives
73984,1,60-80,0,1,7,1.0,3255.0,0,1,Self and Spouse
73985,1,40-60,1,1,7,1.0,3255.0,1,0,Self and Spouse
73986,1,40-60,1,1,5,1.0,3255.0,0,0,Self and Spouse
73987,0,40-60,0,1,3,1.0,9645.0,1,1,Self and Spouse
73990,0,18-40,1,1,4,1.0,3640.0,0,0,Self and Spouse
73991,1,18-40,1,1,4,1.0,4700.0,1,1,Self and Spouse
73995,0,60-80,1,5,3,7.0,5600.0,0,1,Self and Spouse
73996,0,60-80,1,3,7,3.0,2350.0,0,0,Self and Spouse
73997,0,60-80,1,2,4,1.0,520.0,0,0,Self and Spouse
73998,0,18-40,1,5,6,1.0,3930.0,2,1,Direct Dependents
73999,0,18-40,1,5,4,1.0,3930.0,2,1,Direct Dependents
74000,0,40-60,1,1,3,1.0,5400.0,0,0,Self and Spouse
74001,1,40-60,1,1,7,1.0,1430.0,1,1,Self and Spouse
74002,1,60-80,1,1,7,6.0,2100.0,0,1,Self and Spouse
74004,0,60-80,1,3,5,3.0,4540.0,0,0,Self and Spouse
74006,0,60-80,1,1,7,1.0,3930.0,1,1,Self and Spouse
74007,0,18-40,1,1,4,4.0,1970.0,0,1,Self and Spouse
74009,0,40-60,1,1,7,1.0,2920.0,0,1,Self and Spouse
74010,0,60-80,1,1,7,2.0,2205.0,1,0,Self and Spouse
74015,0,18-40,1,5,3,1.0,6230.0,7,1,Direct Dependents
74016,0,18-40,1,5,3,1.0,4120.0,0,1,Self and Spouse
74021,1,18-40,1,1,7,1.0,2100.0,0,1,Self and Spouse
74022,1,18-40,1,1,7,2.0,230.0,1,0,Self and Spouse
74023,0,40-60,0,2,3,3.0,5820.0,0,0,Self and Spouse
74026,0,60-80,1,1,4,1.0,7750.0,1,1,Self and Spouse
74027,0,40-60,0,3,3,5.0,3655.0,0,0,Self and Spouse
74030,0,40-60,1,3,0,7.0,440.0,0,1,Self and Spouse
74031,0,40-60,1,3,5,1.0,520.0,0,0,Self and Spouse
74038,0,60-80,1,3,3,1.0,5000.0,0,0,Self and Spouse
74040,1,40-60,1,1,3,1.0,4710.0,0,1,Self and Spouse
74042,1,40-60,1,2,6,1.0,5230.0,0,0,Self and Spouse
74044,1,40-60,0,1,5,1.0,7700.0,1,1,Self and Spouse
74048,1,60-80,0,2,3,2.0,3255.0,0,0,Self and Spouse
74049,0,60-80,0,3,3,1.0,3645.0,12,0,Peers and Similar Relations
74050,0,40-60,1,1,6,1.0,3030.0,0,0,Self and Spouse
74051,1,40-60,1,1,7,1.0,10.0,1,1,Self and Spouse
74055,1,40-60,1,1,3,4.0,5860.0,0,0,Self and Spouse
74056,1,60-80,1,1,3,3.0,3802.0,1,1,Self and Spouse
74057,1,60-80,1,1,3,4.0,9122.0,0,1,Self and Spouse
74058,0,60-80,1,1,3,2.0,4220.0,1,0,Self and Spouse
74059,1,40-60,0,1,3,1.0,6260.0,0,1,Self and Spouse
74060,1,18-40,0,1,5,1.0,3545.0,1,0,Self and Spouse
74061,0,18-40,0,5,3,1.0,4720.0,2,1,Direct Dependents
74065,1,60-80,1,1,4,5.0,9640.0,0,1,Self and Spouse
74067,1,40-60,1,1,5,1.0,220.0,0,1,Self and Spouse
74071,0,18-40,1,1,6,1.0,102.0,0,0,Self and Spouse
74072,0,18-40,1,1,5,7.0,220.0,1,1,Self and Spouse
74076,0,40-60,1,2,3,1.0,4020.0,0,0,Self and Spouse
74080,1,60-80,1,2,3,1.0,5000.0,0,0,Self and Spouse
74081,1,40-60,1,1,4,1.0,5240.0,0,1,Self and Spouse
74083,0,18-40,1,5,4,1.0,4251.0,4,0,Direct Dependents
74086,1,18-40,1,5,6,1.0,120.0,0,0,Self and Spouse
74087,1,40-60,1,1,7,3.0,3740.0,0,1,Self and Spouse
74088,0,40-60,1,1,4,2.0,4621.0,1,0,Self and Spouse
74091,1,18-40,1,5,7,1.0,51.0,0,0,Self and Spouse
74092,0,18-40,0,1,3,1.0,4530.0,0,1,Self and Spouse
74093,0,18-40,0,1,4,1.0,3601.0,1,0,Self and Spouse
74098,1,60-80,1,1,3,1.0,1430.0,0,1,Self and Spouse
74099,1,40-60,1,1,5,1.0,735.0,1,0,Self and Spouse
74101,0,18-40,1,5,3,1.0,7320.0,0,1,Self and Spouse
74104,0,40-60,1,1,5,1.0,3930.0,0,1,Self and Spouse
74105,0,18-40,0,1,7,1.0,3603.0,1,0,Self and Spouse
74108,0,40-60,1,1,3,1.0,4720.0,0,0,Self and Spouse
74109,1,40-60,1,1,4,2.0,4220.0,1,1,Self and Spouse
74111,0,18-40,1,5,6,1.0,4020.0,2,1,Direct Dependents
74112,0,60-80,1,1,7,6.0,710.0,0,1,Self and Spouse
74113,0,60-80,1,1,6,6.0,710.0,1,0,Self and Spouse
74114,1,60-80,1,1,4,1.0,9130.0,0,1,Self and Spouse
74116,0,18-40,1,3,3,1.0,3603.0,2,0,Direct Dependents
74117,0,18-40,1,5,3,1.0,7640.0,7,1,Direct Dependents
74120,0,18-40,1,1,3,1.0,8255.0,0,1,Self and Spouse
74125,1,40-60,1,1,6,1.0,1430.0,0,1,Self and Spouse
74127,1,40-60,1,5,7,5.0,3801.0,0,0,Self and Spouse
74129,1,40-60,1,1,6,1.0,5240.0,0,1,Self and Spouse
74130,0,40-60,1,1,4,3.0,4965.0,1,0,Self and Spouse
74134,1,40-60,1,1,7,7.0,3090.0,0,1,Self and Spouse
74138,0,40-60,1,1,6,1.0,4600.0,0,0,Self and Spouse
74139,1,40-60,1,1,6,1.0,10.0,1,1,Self and Spouse
74142,1,18-40,1,1,7,1.0,51.0,0,0,Self and Spouse
74143,0,18-40,1,1,6,2.0,230.0,1,1,Self and Spouse
74144,0,60-80,1,1,4,2.0,3321.0,0,0,Self and Spouse
74145,0,60-80,1,1,3,2.0,3930.0,1,1,Self and Spouse
74146,0,40-60,1,1,3,1.0,4220.0,0,1,Self and Spouse
74147,0,40-60,1,1,4,1.0,4220.0,1,0,Self and Spouse
74148,1,60-80,1,5,6,1.0,4920.0,0,1,Self and Spouse
74149,0,18-40,0,5,6,1.0,7010.0,12,1,Peers and Similar Relations
74150,1,18-40,1,1,3,1.0,4810.0,0,0,Self and Spouse
74151,0,18-40,1,1,3,1.0,6050.0,1,1,Self and Spouse
74158,1,40-60,1,1,4,1.0,3220.0,0,1,Self and Spouse
74159,0,40-60,1,1,3,1.0,3300.0,1,0,Self and Spouse
74160,0,40-60,0,2,3,1.0,8990.0,0,0,Self and Spouse
74161,0,18-40,0,5,6,1.0,4760.0,2,1,Direct Dependents
74163,0,18-40,0,3,0,3.0,4220.0,0,1,Self and Spouse
74164,1,60-80,1,3,4,1.0,110.0,0,1,Self and Spouse
74167,0,40-60,1,1,5,1.0,5240.0,0,0,Self and Spouse
74168,1,40-60,1,1,3,1.0,8225.0,1,1,Self and Spouse
74169,0,18-40,1,5,4,1.0,8740.0,2,0,Direct Dependents
74170,0,18-40,1,5,4,1.0,3603.0,2,0,Direct Dependents
74171,0,40-60,0,3,3,3.0,9130.0,0,1,Self and Spouse
74172,1,18-40,1,5,6,1.0,51.0,0,1,Self and Spouse
74177,1,40-60,1,3,5,1.0,4760.0,0,1,Self and Spouse
74180,0,18-40,1,5,6,1.0,4110.0,2,0,Direct Dependents
74181,0,18-40,1,5,6,1.0,3646.0,2,0,Direct Dependents
74183,0,40-60,0,5,3,3.0,6260.0,5,1,Peers and Similar Relations
74184,0,40-60,1,5,4,2.0,4600.0,0,0,Self and Spouse
74188,0,40-60,1,3,4,1.0,9600.0,0,0,Self and Spouse
74189,0,18-40,1,5,3,1.0,9610.0,2,0,Direct Dependents
74192,0,40-60,0,5,4,2.0,5240.0,0,0,Self and Spouse
74195,0,40-60,0,3,6,1.0,5240.0,0,0,Self and Spouse
74196,0,60-80,0,3,4,1.0,3930.0,15,1,Lodgers and Non-Family Members
74197,0,40-60,1,3,3,1.0,4230.0,0,0,Self and Spouse
74200,1,18-40,1,5,6,1.0,1530.0,0,1,Self and Spouse
74201,0,40-60,0,5,3,4.0,4600.0,0,1,Self and Spouse
74202,0,18-40,0,5,3,1.0,3930.0,2,0,Direct Dependents
74203,0,18-40,0,5,4,2.0,4000.0,2,1,Direct Dependents
74205,0,40-60,1,1,6,1.0,5240.0,0,1,Self and Spouse
74206,1,40-60,1,1,6,1.0,10.0,1,0,Self and Spouse
74208,0,40-60,1,1,5,7.0,140.0,0,1,Self and Spouse
74209,0,40-60,1,1,3,4.0,3870.0,0,1,Self and Spouse
74210,0,40-60,1,1,6,2.0,3255.0,1,0,Self and Spouse
74213,0,40-60,1,1,6,2.0,2310.0,0,0,Self and Spouse
74216,0,40-60,1,3,4,1.0,6260.0,0,1,Self and Spouse
74217,0,18-40,1,5,4,1.0,5160.0,0,0,Self and Spouse
74221,1,40-60,1,1,3,1.0,205.0,0,1,Self and Spouse
74222,0,40-60,1,1,3,1.0,6410.0,1,0,Self and Spouse
74223,0,40-60,1,4,4,1.0,9645.0,0,0,Self and Spouse
74224,0,40-60,1,3,3,1.0,9620.0,13,1,Peers and Similar Relations
74225,0,40-60,1,4,3,1.0,9645.0,0,0,Self and Spouse
74228,0,18-40,0,1,6,5.0,350.0,0,0,Self and Spouse
74229,1,18-40,1,1,7,1.0,1021.0,1,1,Self and Spouse
74230,1,40-60,0,1,7,8.0,3090.0,0,1,Self and Spouse
74231,1,40-60,0,1,6,1.0,3255.0,1,0,Self and Spouse
74233,1,40-60,1,4,3,1.0,7330.0,0,1,Self and Spouse
74235,0,40-60,0,5,3,1.0,3300.0,2,0,Direct Dependents
74237,0,60-80,1,3,4,1.0,8990.0,0,1,Self and Spouse
74240,1,40-60,1,1,5,1.0,4220.0,0,1,Self and Spouse
74242,1,18-40,1,5,6,2.0,2320.0,0,0,Self and Spouse
74243,0,18-40,1,5,4,1.0,20.0,12,0,Peers and Similar Relations
74244,0,18-40,1,1,4,1.0,8140.0,0,1,Self and Spouse
74247,1,40-60,1,3,5,1.0,3255.0,0,0,Self and Spouse
74250,1,18-40,1,1,6,1.0,800.0,0,1,Self and Spouse
74251,1,18-40,1,1,7,3.0,2310.0,1,0,Self and Spouse
74252,0,40-60,1,1,4,2.0,2545.0,0,1,Self and Spouse
74253,0,40-60,1,1,7,1.0,4710.0,1,0,Self and Spouse
74254,0,60-80,1,1,4,1.0,8540.0,0,1,Self and Spouse
74255,0,60-80,1,1,3,1.0,4020.0,1,0,Self and Spouse
74256,1,40-60,1,1,4,1.0,8810.0,0,1,Self and Spouse
74257,0,40-60,1,1,6,1.0,3255.0,1,0,Self and Spouse
74258,0,18-40,1,5,4,1.0,9645.0,2,0,Direct Dependents
74259,0,18-40,1,5,4,1.0,9645.0,2,1,Direct Dependents
74261,0,40-60,1,1,3,6.0,220.0,1,1,Self and Spouse
74262,0,18-40,1,5,3,1.0,6515.0,3,1,Direct Dependents
74265,0,40-60,0,1,3,1.0,7750.0,0,0,Self and Spouse
74266,0,40-60,0,1,4,1.0,7340.0,1,1,Self and Spouse
74267,0,18-40,0,4,5,4.0,4251.0,0,1,Self and Spouse
74268,0,60-80,1,1,4,1.0,4720.0,0,0,Self and Spouse
74269,1,60-80,1,1,6,1.0,9150.0,1,1,Self and Spouse
74270,0,18-40,1,4,4,1.0,5240.0,2,1,Direct Dependents
74271,0,40-60,1,5,6,1.0,3930.0,0,1,Self and Spouse
74272,0,40-60,1,5,4,6.0,2722.0,13,0,Peers and Similar Relations
74273,0,40-60,1,1,6,1.0,5240.0,0,1,Self and Spouse
74274,0,40-60,1,1,6,2.0,2320.0,1,0,Self and Spouse
74279,0,40-60,1,3,4,1.0,2300.0,0,0,Self and Spouse
74282,0,40-60,1,5,5,1.0,8620.0,13,1,Peers and Similar Relations
74283,0,60-80,1,1,6,2.0,800.0,0,0,Self and Spouse
74286,1,18-40,1,5,5,1.0,6530.0,0,1,Self and Spouse
74290,0,40-60,1,1,3,1.0,4020.0,1,0,Self and Spouse
74291,0,18-40,1,5,0,1.0,4020.0,2,0,Direct Dependents
74296,0,18-40,1,5,6,1.0,2360.0,2,0,Direct Dependents
74298,1,60-80,1,1,3,6.0,205.0,0,1,Self and Spouse
74302,0,18-40,1,5,3,1.0,6260.0,0,1,Self and Spouse
74304,0,18-40,1,5,4,1.0,4350.0,13,0,Peers and Similar Relations
74305,1,40-60,1,1,6,1.0,10.0,0,1,Self and Spouse
74306,0,40-60,1,1,7,2.0,2205.0,1,0,Self and Spouse
74307,0,18-40,1,5,6,6.0,2752.0,2,1,Direct Dependents
74310,1,40-60,1,1,7,1.0,800.0,0,1,Self and Spouse
74311,0,40-60,1,1,6,6.0,800.0,1,0,Self and Spouse
74313,0,18-40,0,1,7,1.0,1006.0,0,1,Self and Spouse
74317,0,40-60,0,1,0,6.0,6410.0,0,1,Self and Spouse
74319,0,18-40,0,5,6,1.0,5610.0,2,0,Direct Dependents
74320,0,18-40,0,1,3,5.0,9130.0,2,0,Direct Dependents
74321,0,40-60,1,4,6,3.0,2330.0,0,0,Self and Spouse
74322,0,18-40,1,5,5,1.0,6355.0,2,1,Direct Dependents
74324,0,60-80,1,3,3,6.0,4220.0,0,0,Self and Spouse
74325,0,18-40,0,3,5,1.0,4521.0,0,1,Self and Spouse
74326,1,60-80,1,1,7,6.0,2100.0,0,1,Self and Spouse
74330,0,60-80,0,1,6,7.0,5740.0,1,0,Self and Spouse
74331,1,40-60,0,5,6,1.0,440.0,2,0,Direct Dependents
74334,1,18-40,1,1,6,3.0,630.0,0,0,Self and Spouse
74335,1,18-40,1,1,3,1.0,6230.0,1,1,Self and Spouse
74340,0,18-40,1,5,3,1.0,310.0,0,0,Self and Spouse
74341,1,40-60,1,1,5,1.0,7200.0,0,1,Self and Spouse
74343,0,18-40,1,5,4,1.0,4130.0,2,1,Direct Dependents
74344,0,18-40,1,5,3,1.0,4220.0,2,1,Direct Dependents
